Issue ID,Parent,Issue Type,Summary,Description,Priority,Labels,Labels,Labels,Component,Assignee,Reporter,Story point estimate,Original Estimate,Sprint,Start date,Due date,Fix Version,Status
1053,1005,Story,"SMS-EXM: Exam, grading scheme and marks entry API","Goal: Configurable grading (CBSE A1-E scholastic + co-scholastic). Marks locked after publish. | Epic goal: Marks go in once and a CBSE-format report card comes out correct, branded and ready to print. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Exams & Report Cards,SD2,project-lead,2,28800,Sprint 3,05/Oct/26,05/Oct/26,SMS-MVP-1.0,To Do
1054,1004,Story,"SMS-FEE: Fee collection, receipt and defaulter report UI","Goal: Office staff use this daily - optimise for speed of collection and search. | Epic goal: Every rupee collected is receipted, reconciled and traceable, and the office can find any payment in seconds. | Sprint goal (Sprint 3): Fees, exams & report cards; DPDP consent design; JEE syllabus mapped. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,School MMS - Fees & Payments,SD2,project-lead,2,28800,Sprint 3,06/Oct/26,06/Oct/26,SMS-MVP-1.0,To Do
1055,1008,Story,"PLT: Pilot school data migration - mapping, validation, test load","Goal: Map, validate, dry-run, then rehearse the full load inside the cutover window before touching production. | Epic goal: One real school runs on the product, with migrated data, trained staff and a signed go-live. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,devops-qa,phase1,Pilot School & Rollout,JD1,project-lead,5,86400,Sprint 4,09/Oct/26,13/Oct/26,SMS-MVP-1.0,To Do
1056,1016,Task,QAT: Cross-browser and responsive testing,"Goal: Schools run old Windows machines and teachers use phones. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,research-content,phase1,QA; Security & Performance,JD2,project-lead,2,28800,Sprint 4,09/Oct/26,09/Oct/26,SMS-MVP-1.0,To Do
1057,1014,Task,"CNT: Syllabus mapping - GATE CS, DA and EC","Goal: Note GATE DA excludes OS, Networks, Compilers and Theory of Computation - do not copy the CS tree. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,research-content,phase1,Content Production & Review,JD2,project-lead,2,43200,Sprint 4,12/Oct/26,13/Oct/26,ASSESS-1.0,To Do
1058,1009,Story,"QBK: Multi-exam question schema - types, tagging, versioning","Goal: Implements the approved taxonomy: single-correct, multi-correct, MSQ, NAT/integer, match-list, paragraph set. Immutable versions with review state. | Epic goal: One question bank that stores every exam format cleanly, with review state and versioning on every item. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,backend,phase1,Question Bank Platform,SD1,project-lead,2,28800,Sprint 4,09/Oct/26,09/Oct/26,QPG-1.0,To Do
1059,1009,Story,QBK: Question CRUD and review workflow API (draft -> review -> approved),"Goal: Human-in-the-loop is mandatory for AI-generated items. Nothing reaches a paper or test without an approved state. | Epic goal: One question bank that stores every exam format cleanly, with review state and versioning on every item. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,backend,phase1,Question Bank Platform,SD1,project-lead,2,28800,Sprint 4,12/Oct/26,12/Oct/26,QPG-1.0,To Do
1060,1006,Story,SMS-PRT: Parent and student portal,"Goal: Attendance, fees, marks, circulars. Web responsive - becomes the mobile app in Phase 2. | Epic goal: Parents and students see attendance, fees, marks and circulars without calling the school office. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,backend,phase1,School MMS - Timetable; Portal & Comms,SD1,project-lead,2,28800,Sprint 4,13/Oct/26,13/Oct/26,SMS-MVP-1.0,To Do
1061,1016,Task,QAT: Automated regression suite - School MMS core,"Goal: Protects the frozen core once the pilot starts. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,backend,phase1,QA; Security & Performance,SD1,project-lead,3,57600,Sprint 4,14/Oct/26,15/Oct/26,SMS-MVP-1.0,To Do
1062,1009,Story,QBK: Duplicate detection plus bulk import and export,"Goal: Near-duplicate detection on stem similarity. Prevents the same question appearing twice in one paper. | Epic goal: One question bank that stores every exam format cleanly, with review state and versioning on every item. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,question-paper-gen,frontend,phase1,Question Bank Platform,SD2,project-lead,2,28800,Sprint 4,09/Oct/26,09/Oct/26,QPG-1.0,To Do
1063,1006,Story,SMS-PRT: Basic timetable builder,"Goal: Manual builder with clash warnings. Auto-scheduling is explicitly Phase 2. | Epic goal: Parents and students see attendance, fees, marks and circulars without calling the school office. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,school-management,frontend,phase1,School MMS - Timetable; Portal & Comms,SD2,project-lead,2,28800,Sprint 4,12/Oct/26,12/Oct/26,SMS-MVP-1.0,To Do
1064,1006,Story,"SMS-PRT: Notifications, circulars and role-based dashboards","Goal: Email/SMS now, WhatsApp Business API deferred to Phase 2. | Epic goal: Parents and students see attendance, fees, marks and circulars without calling the school office. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,school-management,frontend,phase1,School MMS - Timetable; Portal & Comms,SD2,project-lead,2,28800,Sprint 4,13/Oct/26,13/Oct/26,SMS-MVP-1.0,To Do
1065,1011,Story,AIG: RAG pipeline and syllabus-grounded prompt templates,"Goal: Constrain generation to the mapped syllabus. Separate the question-generation and answer-generation steps to cut hallucination. | Epic goal: AI drafts questions at volume and a human approves them, with every numerical answer independently verified. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,frontend,phase1,AI Question Generation Pipeline,SD2,project-lead,2,43200,Sprint 4,14/Oct/26,15/Oct/26,QPG-1.0,To Do
1066,1011,Story,AIG: Answer verification pass (solver / second-model check),"Goal: Numerical and multi-correct answers need independent verification. Fluent output is confidently wrong often enough to matter. | Epic goal: AI drafts questions at volume and a human approves them, with every numerical answer independently verified. | Sprint goal (Sprint 4): SMS feature-complete for pilot; question bank platform built. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,frontend,phase1,AI Question Generation Pipeline,SD2,project-lead,2,43200,Sprint 4,15/Oct/26,16/Oct/26,QPG-1.0,To Do
1067,1008,Story,PLT: Pilot UAT support and defect triage,"Goal: Daily triage during pilot UAT. P1 acknowledged in 30 minutes, resolved in 4 hours. | Epic goal: One real school runs on the product, with migrated data, trained staff and a signed go-live. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,devops-qa,phase1,Pilot School & Rollout,JD1,project-lead,5,86400,Sprint 5,23/Oct/26,27/Oct/26,SMS-MVP-1.0,To Do
1068,1008,Story,PLT: Admin and teacher training delivery at the pilot school,"Goal: Train on the school's own migrated data, not demo data. Role-based sessions for admin, teachers and office staff. | Epic goal: One real school runs on the product, with migrated data, trained staff and a signed go-live. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,research-content,phase1,Pilot School & Rollout,JD2,project-lead,3,57600,Sprint 5,23/Oct/26,26/Oct/26,SMS-MVP-1.0,To Do
1069,1014,Task,"CNT: Question generation and review - batch 1, JEE Main","Goal: Size the batch from the measured reviewer throughput, not from a wished-for number. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,research-content,phase1,Content Production & Review,JD2,project-lead,3,72000,Sprint 5,27/Oct/26,29/Oct/26,ASSESS-1.0,To Do
1070,1010,Story,QPG: PDF and DOCX export with institute branding,"Goal: Uses the stored Lumen Academy heading and logo for question paper PDFs. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,question-paper-gen,backend,phase1,Question Paper Generator,SD1,project-lead,2,28800,Sprint 5,23/Oct/26,23/Oct/26,QPG-1.0,To Do
1071,1010,Story,QPG: CBSE sample-paper templates and manual question picker,"Goal: Preset templates plus the ability to swap any auto-picked question. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,backend,phase1,Question Paper Generator,SD1,project-lead,2,28800,Sprint 5,26/Oct/26,26/Oct/26,QPG-1.0,To Do
1072,1016,Task,QAT: School MMS security review and access-control testing,"Goal: Verify a parent cannot read another child's record. Highest-severity risk class in the product. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,backend,phase1,QA; Security & Performance,SD1,project-lead,3,57600,Sprint 5,27/Oct/26,28/Oct/26,SMS-MVP-1.0,To Do
1073,1014,Task,CNT: Syllabus mapping - UGC-NET Computer Science and Education,"Goal: CS & Applications (code 87) 10 units; Education (code 09) 10 units. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,backend,phase1,Content Production & Review,SD1,project-lead,2,43200,Sprint 5,29/Oct/26,30/Oct/26,ASSESS-1.0,To Do
1074,1010,Story,QPG: Paper generation algorithm with blueprint enforcement,"Goal: Given a blueprint (sections, marks, difficulty mix, chapter weightage), select questions that satisfy every constraint or explain precisely which constraint cannot be met. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,frontend,phase1,Question Paper Generator,SD2,project-lead,2,43200,Sprint 5,23/Oct/26,26/Oct/26,QPG-1.0,To Do
1075,1010,Story,"QPG: Multiple sets, answer key and marking scheme output","Goal: Shuffled sets A/B/C/D with matching keys, plus step-wise marking scheme. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,frontend,phase1,Question Paper Generator,SD2,project-lead,2,28800,Sprint 5,26/Oct/26,27/Oct/26,QPG-1.0,To Do
1076,1010,Story,"QPG: Blueprint designer UI - sections, marks, weightage, difficulty","Goal: Teachers think in blueprints, not queries. This screen is the product. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,question-paper-gen,frontend,phase1,Question Paper Generator,SD2,project-lead,2,28800,Sprint 5,27/Oct/26,28/Oct/26,QPG-1.0,To Do
1077,1010,Story,QPG: Bloom taxonomy and difficulty analytics view,"Goal: Shows the generated paper's Bloom spread against the intended blueprint. | Epic goal: A teacher turns a blueprint into a branded, multi-set question paper with answer keys in minutes. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Medium,question-paper-gen,frontend,phase1,Question Paper Generator,SD2,project-lead,2,28800,Sprint 5,28/Oct/26,29/Oct/26,QPG-1.0,To Do
1078,1011,Story,"AIG: Difficulty calibration and auto-tagging (Bloom, topic)","Goal: Auto-tag on generation so reviewers correct rather than author tags. | Epic goal: AI drafts questions at volume and a human approves them, with every numerical answer independently verified. | Sprint goal (Sprint 5): Pilot go-live; Question Paper Generator core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,question-paper-gen,frontend,phase1,AI Question Generation Pipeline,SD2,project-lead,2,43200,Sprint 5,29/Oct/26,30/Oct/26,QPG-1.0,To Do
1079,1016,Task,QAT: QPG test cases and generated-paper validation,"Goal: Validate every generated paper against its blueprint automatically. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,QA; Security & Performance,JD1,project-lead,3,57600,Sprint 6,04/Nov/26,05/Nov/26,SMS-MVP-1.0,To Do
1080,1017,Task,INF: Performance baseline and database indexing review,"Goal: Question bank queries are the hot path for both QPG and assessment. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,devops-qa,phase1,DevOps & Infrastructure,JD1,project-lead,2,28800,Sprint 6,06/Nov/26,06/Nov/26,SMS-MVP-1.0,To Do
1081,1014,Task,"CNT: Question generation and review - batch 2, GATE CS / DA / EC","Goal: GATE 2027 is 6-21 Feb 2027, so this content has a hard market window. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,research-content,phase1,Content Production & Review,JD2,project-lead,5,100800,Sprint 6,04/Nov/26,09/Nov/26,ASSESS-1.0,To Do
1082,1012,Story,"ASM: Config-driven exam pattern model (per exam, section and year)","Goal: No exam logic hard-coded. JEE Advanced changes its pattern yearly and reveals it on screen at exam start, so the pattern must be data. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Assessment Engine Core,SD1,project-lead,2,28800,Sprint 6,04/Nov/26,04/Nov/26,ASSESS-1.0,To Do
1083,1012,Story,ASM: Pluggable marking-scheme interpreter,"Goal: One rule object per exam/section/question type carrying correct, incorrect, partial and unattempted values. Covers +4/-1, -1/3, -2/3, no-negative and JEE Advanced partial marking. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Assessment Engine Core,SD1,project-lead,2,28800,Sprint 6,05/Nov/26,05/Nov/26,ASSESS-1.0,To Do
1084,1012,Story,"ASM: Renderers - NAT/integer, match-the-list, paragraph question sets","Goal: Match-list appears in JEE Advanced Paper 1, paragraph sets in Paper 2. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Assessment Engine Core,SD1,project-lead,2,28800,Sprint 6,06/Nov/26,06/Nov/26,ASSESS-1.0,To Do
1085,1016,Task,QAT: Automated regression - QPG and question bank,"Goal: Deliver automated regression - QPG and question bank to the team's definition of done. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,backend,phase1,QA; Security & Performance,SD1,project-lead,3,57600,Sprint 6,09/Nov/26,10/Nov/26,SMS-MVP-1.0,To Do
1086,1012,Story,ASM: Numeric / NAT answer evaluation with tolerance ranges,"Goal: Range and precision matching for JEE Main numerical, JEE Advanced NAT and GATE NAT. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Assessment Engine Core,SD2,project-lead,2,28800,Sprint 6,04/Nov/26,04/Nov/26,ASSESS-1.0,To Do
1087,1012,Story,"ASM: Question-type renderers - MCQ, MSQ, multi-correct with partial marking","Goal: MSQ (GATE) has no negative and no partial. Multi-correct (JEE Advanced) has +1/+2/+3/+4 partial and -2. Different rules, different UI affordances. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Assessment Engine Core,SD2,project-lead,2,28800,Sprint 6,05/Nov/26,05/Nov/26,ASSESS-1.0,To Do
1088,1012,Story,"ASM: LaTeX and diagram rendering in stem, options and solutions","Goal: Non-negotiable for Physics, Maths and EC circuit questions. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Assessment Engine Core,SD2,project-lead,2,28800,Sprint 6,06/Nov/26,06/Nov/26,ASSESS-1.0,To Do
1089,1014,Task,CNT: Copyright and provenance check on generated items,"Goal: Do not ingest or reproduce past-paper questions verbatim. Transform and record provenance per item. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Content Production & Review,SD2,project-lead,2,43200,Sprint 6,09/Nov/26,10/Nov/26,ASSESS-1.0,To Do
1090,1007,Task,"CMP: DPDP readiness review, privacy policy and retention schedule","Goal: Consent withdrawal, deletion, retention and the parental-consent audit trail all working before pilot go-live. | Epic goal: Verifiable parental consent and a full audit trail are in the product before the first child record exists. | Sprint goal (Sprint 6): QPG ship-ready; assessment engine core (config + marking). | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,school-management,frontend,phase1,DPDP Compliance & Child Data Safety,SD2,project-lead,2,43200,Sprint 6,10/Nov/26,11/Nov/26,SMS-MVP-1.0,To Do
1091,1016,Task,QAT: Load testing of concurrent test delivery,"Goal: Model a full mock-test cohort submitting at the same minute. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,devops-qa,phase1,QA; Security & Performance,JD1,project-lead,2,28800,Sprint 7,16/Nov/26,16/Nov/26,SMS-MVP-1.0,To Do
1092,1014,Task,"CNT: Question generation and review - batch 4, JEE Advanced partial-marking items","Goal: Slowest items to verify. Scheduled last deliberately - if throughput slips, this is the batch that moves to Phase 2. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,devops-qa,phase1,Content Production & Review,JD1,project-lead,5,100800,Sprint 7,17/Nov/26,20/Nov/26,ASSESS-1.0,To Do
1093,1014,Task,"CNT: Question generation and review - batch 3, UGC-NET CS and Education","Goal: Simplest scoring (no negative marking), so highest content throughput per reviewer-day. | Epic goal: Enough verified, correctly tagged questions per exam that a student can sit a realistic full-length mock. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,research-content,phase1,Content Production & Review,JD2,project-lead,5,100800,Sprint 7,16/Nov/26,19/Nov/26,ASSESS-1.0,To Do
1094,1012,Story,"ASM: Test delivery UI - timer, section navigation, save and review","Goal: Mark for review, section switching, auto-save, resilient to refresh and network loss. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,backend,phase1,Assessment Engine Core,SD1,project-lead,2,28800,Sprint 7,16/Nov/26,16/Nov/26,ASSESS-1.0,To Do
1095,1012,Story,ASM: Candidate result and analytics dashboard,"Goal: Deliver candidate result and analytics dashboard to the team's definition of done. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,assessment-tool,backend,phase1,Assessment Engine Core,SD1,project-lead,2,28800,Sprint 7,17/Nov/26,17/Nov/26,ASSESS-1.0,To Do
1096,1016,Task,QAT: Assessment engine test suite - every question type and marking rule,"Goal: One test per (exam, question type, answer state). This suite is what lets you add an exam later without fear. | Epic goal: Nothing reaches a school or a student untested, and a regression run gives confidence to ship any day. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,cross-cutting,backend,phase1,QA; Security & Performance,SD1,project-lead,3,72000,Sprint 7,18/Nov/26,20/Nov/26,SMS-MVP-1.0,To Do
1097,1012,Story,"ASM: Result computation, scoring, rank and analytics API","Goal: Sectional and overall scoring, percentile, topic-wise strength report. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Assessment Engine Core,SD2,project-lead,2,28800,Sprint 7,16/Nov/26,16/Nov/26,ASSESS-1.0,To Do
1098,1012,Story,ASM: Migrate the NEET engine onto the new config-driven core + regression,"Goal: NEET becomes configuration of the same engine. Regression against known NEET results proves the new core is correct before new exams rely on it. | Epic goal: One engine that runs any exam as configuration, so adding a new exam costs days rather than weeks. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Assessment Engine Core,SD2,project-lead,2,28800,Sprint 7,17/Nov/26,17/Nov/26,ASSESS-1.0,To Do
1099,1013,Story,"EXC: GATE exam configurations - CS, DA and EC","Goal: GA 15 marks + subject 85 marks, three question types, per-type negative marking, virtual calculator enabled. | Epic goal: JEE Main, JEE Advanced, GATE CS/DA/EC and UGC-NET all run correctly as configuration on the shared engine. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Exam Configurations (JEE/GATE/NET),SD2,project-lead,2,28800,Sprint 7,18/Nov/26,18/Nov/26,ASSESS-1.0,To Do
1100,1013,Story,EXC: JEE Main and JEE Advanced exam configurations,"Goal: JEE Advanced is the hardest case in the product. Model it as pure configuration - if it needs a code change, the abstraction is wrong. | Epic goal: JEE Main, JEE Advanced, GATE CS/DA/EC and UGC-NET all run correctly as configuration on the shared engine. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",Highest,assessment-tool,frontend,phase1,Exam Configurations (JEE/GATE/NET),SD2,project-lead,2,28800,Sprint 7,19/Nov/26,19/Nov/26,ASSESS-1.0,To Do
1101,1017,Task,INF: Production hardening and scaling configuration,"Goal: Deliver production hardening and scaling configuration to the team's definition of done. | Epic goal: Deploy and roll back in one command, with monitoring and a restore that has actually been tested. | Sprint goal (Sprint 7): All question types, exam configs, NEET migrated onto new core. | Done when: reviewed, unit and integration tested, acceptance criteria met, documentation updated, deployed to staging, QA signed off, no open P1 or P2 defects.",High,cross-cutting,frontend,phase1,DevOps & Infrastructure,SD2,project-lead,2,28800,Sprint 7,20/Nov/26,20/Nov/26,SMS-MVP-1.0,To Do
